"r0","num_infected_seeds","hosp_probability_factor","cnt_reduction_workplace","cnt_reduction_other","compliance_delay_workplace","compliance_delay_other","doubling_time_baseline","pareto_num","q_selection","num_df_loglike","run_info","config_id_single"
3.45992,247,0.353584882575795,0.772836705511133,0.851198282426563,5,6,3.09944580386461,23,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.46238,280,0.415454794613272,0.897096493883151,0.825816671406529,7,5,3.09876779575113,24,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.46326,242,0.399544127509873,0.78316602649238,0.87077131781992,6,7,3.0973199434614,25,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.46482,265,0.40248997732738,0.811962385109454,0.842105731538939,6,5,3.09534711880674,26,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.46482,265,0.40248997732738,0.811962385109454,0.842105731538939,6,5,3.10471144190851,27,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.46868,307,0.411599195610117,0.69931588226025,0.866079331131419,6,5,3.09943240729493,28,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.46914,254,0.380225282592289,0.748383260785565,0.865374529077839,6,6,3.09525798178974,29,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.47131,256,0.376926656515803,0.844837419566889,0.85682031897143,5,7,3.09429627832582,30,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.47807,294,0.423737280961294,0.713925842048209,0.867877712024292,7,5,3.09892155994745,31,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.48251,258,0.375534071465991,0.832162112004673,0.83770844364848,6,6,3.09651629797409,32,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.4829,248,0.360996066319402,0.807070540781324,0.849742827367508,5,7,3.10207276923077,33,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.48323,273,0.392410561247077,0.756367819866636,0.862237517801747,5,5,3.10209270166999,34,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
3.49138,271,0.367249855820872,0.747643545815847,0.853051410579258,6,6,3.09323148106801,35,0.15,4996,"20201031_132800_param4_d73_05k_n10","3.42337_263_0.396857795135006_0.862977539211302_0.8519635432244_7_7"
